Date,Open,High,Low,Close,Volume
2020-05-05,239.72,240.03,235.53,237.49,82576169
2020-05-06,237.49,249.87,244.59,246.92,58849851
2020-05-07,246.92,258.82,248.4,253.3,142526139
2020-05-08,253.3,270.02,264.35,267.29,148129091
2020-05-11,267.29,281.07,271.96,274.1,71921117
2020-05-12,274.1,282.94,268.46,280.48,81530803
2020-05-13,280.48,294.21,282.93,290.53,118532150
2020-05-14,290.53,329.52,312.26,316.9,128911293
2020-05-15,316.9,337.28,330.05,333.42,61609076
2020-05-18,333.42,355.17,338.31,349.13,50529525
2020-05-19,349.13,351.08,342.09,348.68,106996736
2020-05-20,348.68,358.03,334.36,349.19,107338102
2020-05-21,349.19,350.75,343.06,343.65,60292658
2020-05-22,343.65,359.34,353.44,355.13,67541337
2020-05-25,355.13,381.25,362.36,367.49,60970723
2020-05-26,367.49,386.43,379.92,381.85,122193785
2020-05-27,381.85,391.09,369.8,381.57,110361505
2020-05-28,381.57,411.46,400.84,400.85,84907127
2020-05-29,400.85,417.42,403.13,411.2,84654999
2020-06-01,411.2,438.51,431.51,434.5,134607827
2020-06-02,434.5,460.73,435.18,452.35,128547323
2020-06-03,452.35,474.64,460.69,462.79,84958762
2020-06-04,462.79,492.53,488.39,489.87,132396202
2020-06-05,489.87,471.92,463.81,466.43,87317456
2020-06-08,466.43,482.64,465.69,476.71,149952217
2020-06-09,476.71,522.6,494.14,506.69,73151417
2020-06-10,506.69,535.72,516.99,527.03,60617244
2020-06-11,527.03,550.09,533.6,534.56,53369720
2020-06-12,534.56,559.35,529.19,553.74,75856919
2020-06-15,553.74,558.42,523.89,543.32,127498463
2020-06-16,543.32,582.18,562.08,568.3,112976036
2020-06-17,568.3,571.21,560.21,568.91,140876182
2020-06-18,568.91,600.57,582.72,587.51,63217648
2020-06-19,587.51,603.14,584.33,600.0,82425301
2020-06-22,600.0,600.25,592.92,600.0,145499875
2020-06-23,600.0,603.58,596.75,600.0,103953229
2020-06-24,600.0,607.36,597.6,600.0,79365614
2020-06-25,600.0,624.3,586.52,600.0,60198499
2020-06-26,600.0,625.72,578.24,600.0,127273675
2020-06-29,600.0,604.85,589.33,600.0,149294096
2020-06-30,600.0,605.95,594.8,600.0,90201137
2020-07-01,600.0,602.45,581.02,600.0,130768647
2020-07-02,600.0,600.95,582.62,600.0,51286643
2020-07-03,600.0,616.89,596.52,600.0,64509187
2020-07-06,600.0,602.25,584.08,600.0,105478034
2020-07-07,600.0,611.45,596.27,600.0,127189210
2020-07-08,600.0,617.7,590.5,600.0,65814828
2020-07-09,600.0,607.93,593.78,594.0,145450771
2020-07-10,594.0,599.24,580.65,595.8,139630668
2020-07-13,595.8,609.25,593.52,600.0,88503931
2020-07-14,600.0,617.04,591.72,600.0,70812709
2020-07-15,600.0,604.81,583.69,600.0,89301804
2020-07-16,600.0,603.44,599.16,600.0,105257851
2020-07-17,600.0,611.8,598.83,600.0,52373139
2020-07-20,600.0,609.28,591.58,600.0,60986868
2020-07-21,600.0,609.15,586.87,597.59,128815702
2020-07-22,597.59,618.31,573.72,600.0,107681017
2020-07-23,600.0,605.69,594.18,596.06,91241273
2020-07-24,596.06,616.26,590.92,600.0,121275364
2020-07-27,600.0,610.5,595.9,600.0,71288948
2020-07-28,600.0,616.77,587.67,594.47,77345820
2020-07-29,594.47,584.45,571.91,573.32,130155332
2020-07-30,573.32,588.39,565.52,580.85,57136029
2020-07-31,580.85,600.26,578.19,579.05,99907857
2020-08-03,579.05,585.37,562.14,582.09,55001045
2020-08-04,582.09,616.25,596.9,600.0,54345760
2020-08-05,600.0,607.99,564.26,593.36,108720660
2020-08-06,593.36,602.45,591.72,591.78,131550308
2020-08-07,591.78,600.56,588.91,600.0,62243026
2020-08-10,600.0,609.75,596.24,600.0,67864557
2020-08-11,600.0,619.19,589.82,600.0,134729603
2020-08-12,600.0,611.23,591.46,600.0,117201057
2020-08-13,600.0,613.5,590.07,600.0,115812633
2020-08-14,600.0,587.79,543.6,584.24,131052418
2020-08-17,584.24,575.69,559.11,572.62,138720437
2020-08-18,572.62,574.68,569.16,573.91,98515838
2020-08-19,573.91,586.73,554.38,571.4,98840101
2020-08-20,571.4,596.68,584.0,586.38,111580593
2020-08-21,586.38,600.59,579.23,600.0,82843745
2020-08-24,600.0,617.33,597.6,600.0,60320855
2020-08-25,600.0,626.05,596.84,600.0,129945266
2020-08-26,600.0,606.42,588.38,600.0,143831305
2020-08-27,600.0,607.75,599.82,600.0,85409403
2020-08-28,600.0,602.79,575.26,593.34,142903549
2020-08-31,593.34,613.77,583.68,599.31,107395058
2020-09-01,599.31,608.04,573.9,600.0,145632207
2020-09-02,600.0,624.39,586.78,600.0,58234679
2020-09-03,600.0,605.85,588.03,600.0,115438362
2020-09-04,600.0,602.82,588.17,600.0,70568697
2020-09-07,600.0,596.52,583.29,590.57,55723601
2020-09-08,590.57,600.67,584.7,594.39,125012933
2020-09-09,594.39,602.87,594.93,596.2,130890201
2020-09-10,596.2,612.42,585.38,600.0,127998328
2020-09-11,600.0,613.92,576.43,600.0,100066487
2020-09-14,600.0,602.37,598.65,600.0,144562311
2020-09-15,600.0,602.65,591.16,600.0,143842126
2020-09-16,600.0,606.77,590.22,599.82,124588685
2020-09-17,599.82,600.83,581.82,600.0,57585153
2020-09-18,600.0,616.4,589.78,600.0,136787694
2020-09-21,600.0,611.86,594.34,600.0,107647084
2020-09-22,600.0,607.81,595.7,600.0,145192946
2020-09-23,600.0,610.82,590.27,600.0,59810404
2020-09-24,600.0,610.85,596.88,600.0,114413145
2020-09-25,600.0,615.49,581.27,600.0,72419480
2020-09-28,600.0,602.48,587.34,600.0,96523537
2020-09-29,600.0,607.84,599.07,600.0,58411883
2020-09-30,600.0,584.29,569.94,574.4,133031557
2020-10-01,574.4,597.75,587.2,589.87,103028791
2020-10-02,589.87,610.08,575.05,600.0,129357216
2020-10-05,600.0,600.26,597.53,600.0,80354781
2020-10-06,600.0,627.34,592.89,600.0,123545310
2020-10-07,600.0,610.37,597.91,600.0,97870026
2020-10-08,600.0,610.89,597.15,600.0,83942384
2020-10-09,600.0,601.63,576.87,598.36,85912253
2020-10-12,598.36,600.89,598.81,600.0,89138695
2020-10-13,600.0,605.2,581.43,596.24,125495044
2020-10-14,596.24,601.03,593.23,600.0,132405138
2020-10-15,600.0,612.02,592.31,600.0,140567214
2020-10-16,600.0,608.52,586.94,598.76,130480036
2020-10-19,598.76,609.17,590.83,600.0,84970444
2020-10-20,600.0,600.13,592.18,600.0,122017911
2020-10-21,600.0,594.59,586.87,594.03,61643208
2020-10-22,594.03,609.12,593.64,600.0,62138391
2020-10-23,600.0,617.3,584.54,600.0,105616606
2020-10-26,600.0,605.57,597.96,600.0,68161634
2020-10-27,600.0,584.99,582.93,583.94,101424149
2020-10-28,583.94,575.46,567.57,573.67,128542651
2020-10-29,573.67,591.54,579.7,583.42,58910852
2020-10-30,583.42,600.15,588.55,596.34,56941245
2020-11-02,596.34,608.96,583.29,593.63,124926168
2020-11-03,593.63,603.91,593.99,600.0,58351245
2020-11-04,600.0,622.88,597.0,600.0,86640608
2020-11-05,600.0,596.34,586.67,586.88,107821848
2020-11-06,586.88,620.12,585.47,600.0,52609089
2020-11-09,600.0,619.36,589.29,600.0,99818662
2020-11-10,600.0,601.15,582.26,600.0,111298111
2020-11-11,600.0,603.42,569.8,589.92,95745050
2020-11-12,589.92,600.39,594.15,600.0,133667964
2020-11-13,600.0,585.9,571.55,581.2,59803005
2020-11-16,581.2,600.03,582.16,589.93,57583354
2020-11-17,589.93,576.54,561.64,566.24,72468492
2020-11-18,566.24,575.17,569.1,572.19,118914332
2020-11-19,572.19,585.36,562.43,574.12,61618627
2020-11-20,574.12,613.88,568.22,579.39,119353566
2020-11-23,579.39,597.53,570.52,586.12,57726890
2020-11-24,586.12,596.66,560.15,573.71,142663037
2020-11-25,573.71,566.02,560.08,562.0,124504214
2020-11-26,562.0,543.7,527.76,534.76,74062169
2020-11-27,534.76,539.82,537.27,539.22,126039128
2020-11-30,539.22,563.21,525.64,534.92,86346859
2020-12-01,534.92,560.85,530.92,550.54,119790583
2020-12-02,550.54,598.21,584.1,591.23,77580296
2020-12-03,591.23,615.62,580.88,600.0,132972373
2020-12-04,600.0,606.13,592.47,600.0,112671672
2020-12-07,600.0,589.31,569.11,583.52,87132658
2020-12-08,583.52,583.93,552.03,571.37,147483912
2020-12-09,571.37,601.89,576.82,584.02,92827417
2020-12-10,584.02,579.05,560.27,571.84,76395160
2020-12-11,571.84,605.23,567.61,585.84,102418906
2020-12-14,585.84,630.21,579.02,596.96,114164715
2020-12-15,596.96,602.38,596.97,599.25,114991256
2020-12-16,599.25,595.35,559.73,591.64,86919127
2020-12-17,591.64,600.65,587.53,600.0,81199893
2020-12-18,600.0,608.38,591.93,600.0,115170480
2020-12-21,600.0,607.86,596.77,600.0,148138587
2020-12-22,600.0,611.42,582.15,598.18,128795078
2020-12-23,598.18,595.77,585.95,594.0,138213938
2020-12-24,594.0,601.79,597.62,600.0,125761695
2020-12-25,600.0,582.89,554.98,581.21,61707868
2020-12-28,581.21,593.3,556.42,586.57,63781009
2020-12-29,586.57,569.84,545.9,557.5,63769205
2020-12-30,557.5,589.18,553.61,577.62,115954738
2020-12-31,577.62,612.82,593.88,597.98,127462428
2021-01-01,597.98,604.46,598.68,600.0,145785737
2021-01-04,600.0,602.21,590.0,600.0,60669435
2021-01-05,600.0,611.65,581.27,595.84,66701250
2021-01-06,595.84,616.8,582.57,591.1,134656124
2021-01-07,591.1,613.35,579.31,599.81,79822180
2021-01-08,599.81,611.69,593.57,599.57,133463150
2021-01-11,599.57,597.05,574.66,584.74,135808215
2021-01-12,584.74,607.48,591.47,600.0,126106218
2021-01-13,600.0,605.33,596.69,600.0,99349430
2021-01-14,600.0,612.69,579.96,600.0,125899393
2021-01-15,600.0,621.18,597.27,600.0,90473321
2021-01-18,600.0,608.98,594.5,600.0,62790902
2021-01-19,600.0,613.06,590.92,600.0,63579173
2021-01-20,600.0,615.24,590.82,598.33,124380340
2021-01-21,598.33,615.02,597.47,600.0,108436437
2021-01-22,600.0,601.16,595.74,600.0,64072989
2021-01-25,600.0,602.54,587.8,599.45,129908991
2021-01-26,599.45,600.37,599.23,600.0,103505232
2021-01-27,600.0,616.11,596.31,600.0,86413676
2021-01-28,600.0,620.52,583.7,600.0,136131989
2021-01-29,600.0,605.63,584.54,600.0,145809238
2021-02-01,600.0,601.21,588.6,600.0,60971177
2021-02-02,600.0,606.47,580.44,600.0,148475024
2021-02-03,600.0,606.62,599.17,600.0,56238795
2021-02-04,600.0,630.94,596.93,600.0,79063435
2021-02-05,600.0,604.04,591.23,592.4,96361481
2021-02-08,592.4,627.58,598.1,600.0,84954715
2021-02-09,600.0,604.57,589.99,594.97,93470977
2021-02-10,594.97,597.47,574.57,580.58,137182130
2021-02-11,580.58,586.59,576.49,578.2,74694812
2021-02-12,578.2,573.91,553.95,571.36,101207679
2021-02-15,571.36,608.35,596.03,598.79,121531239
2021-02-16,598.79,605.19,588.61,600.0,81873646
2021-02-17,600.0,628.96,576.53,597.5,86905710
2021-02-18,597.5,601.49,592.71,600.0,136654442
2021-02-19,600.0,618.23,595.5,600.0,73567809
2021-02-22,600.0,607.09,594.2,594.61,53875754
2021-02-23,594.61,603.04,571.4,582.41,107696034
2021-02-24,582.41,608.71,576.09,581.91,80908587
2021-02-25,581.91,599.86,589.88,593.54,97517690
2021-02-26,593.54,604.72,594.25,596.85,95745469
2021-03-01,596.85,623.35,584.59,600.0,72992356
2021-03-02,600.0,602.63,584.53,594.44,138798296
2021-03-03,594.44,593.36,572.03,587.96,137384552
2021-03-04,587.96,608.28,590.9,596.02,73387092
2021-03-05,596.02,602.49,576.57,600.0,92607220
2021-03-08,600.0,600.42,587.3,597.08,142479303
2021-03-09,597.08,607.39,586.45,600.0,53433382
2021-03-10,600.0,600.31,583.09,599.35,133952230
2021-03-11,599.35,632.55,598.85,600.0,98356322
2021-03-12,600.0,605.55,589.73,600.0,92942594
2021-03-15,600.0,632.9,587.49,600.0,75841846
2021-03-16,600.0,615.34,582.67,600.0,147611639
2021-03-17,600.0,616.66,576.85,594.04,76854296
2021-03-18,594.04,593.92,589.88,591.6,138334828
2021-03-19,591.6,601.84,566.19,581.89,142733985
2021-03-22,581.89,594.72,579.45,587.84,125304674
2021-03-23,587.84,600.56,599.71,600.0,128414095
2021-03-24,600.0,606.66,594.65,600.0,114884070
2021-03-25,600.0,610.77,572.89,593.52,64372528
2021-03-26,593.52,597.43,591.85,595.43,75722525
2021-03-29,595.43,606.11,591.09,596.51,96571160
2021-03-30,596.51,608.93,594.48,600.0,109488206
2021-03-31,600.0,603.0,576.8,600.0,131242298
2021-04-01,600.0,606.08,589.83,591.79,67687991
2021-04-02,591.79,601.72,589.06,591.95,134445004
2021-04-05,591.95,607.32,594.48,596.25,100763061
2021-04-06,596.25,599.75,588.51,591.94,101195209
2021-04-07,591.94,625.47,594.66,596.19,73544744
2021-04-08,596.19,600.98,588.4,595.01,77381509
2021-04-09,595.01,604.67,591.07,597.23,87735088
2021-04-12,597.23,614.33,569.98,600.0,125785788
2021-04-13,600.0,605.64,598.7,600.0,146363345
2021-04-14,600.0,620.51,590.01,600.0,64315679
2021-04-15,600.0,605.66,573.17,600.0,74586222
2021-04-16,600.0,607.99,598.4,600.0,119448631
2021-04-19,600.0,606.12,585.51,592.77,109047560
2021-04-20,592.77,597.03,591.62,592.43,134212996
2021-04-21,592.43,602.25,589.13,600.0,61377787
2021-04-22,600.0,610.65,582.45,598.97,70057988
2021-04-23,598.97,608.16,598.85,599.4,56155579
2021-04-26,599.4,607.57,599.48,600.0,51132658
2021-04-27,600.0,602.17,584.24,590.01,143484897
2021-04-28,590.01,591.81,566.9,579.7,115111328
2021-04-29,579.7,591.91,587.51,590.34,59456807
2021-04-30,590.34,599.57,588.33,595.93,67824559
2021-05-03,595.93,605.69,590.15,600.0,92827096
2021-05-04,600.0,606.09,588.86,600.0,78506244
2021-05-05,600.0,607.13,595.56,600.0,60528294
2021-05-06,600.0,609.88,595.46,599.88,134328141
2021-05-07,599.88,604.72,590.27,600.0,74192961
2021-05-10,600.0,610.35,590.19,600.0,103412976
2021-05-11,600.0,617.87,588.11,600.0,57281505
2021-05-12,600.0,601.85,592.25,600.0,64812143
2021-05-13,600.0,625.96,596.8,600.0,93020873
2021-05-14,600.0,604.82,585.76,600.0,123663899
2021-05-17,600.0,602.84,592.71,600.0,87622748
2021-05-18,600.0,599.52,590.65,597.29,139567715
2021-05-19,597.29,605.9,597.76,600.0,138785936
2021-05-20,600.0,604.86,590.98,600.0,70718453
2021-05-21,600.0,611.72,585.66,600.0,112242810
2021-05-24,600.0,618.28,592.96,600.0,146953082
2021-05-25,600.0,613.64,586.71,591.05,63426716
2021-05-26,591.05,597.56,572.82,591.34,54421590
2021-05-27,591.34,594.45,573.47,593.67,79221379
2021-05-28,593.67,603.07,580.88,598.2,81670310
2021-05-31,598.2,615.69,574.44,589.76,123548874
2021-06-01,589.76,600.1,585.38,598.81,149898906
2021-06-02,598.81,613.66,575.9,597.99,85402297
2021-06-03,597.99,606.8,597.11,600.0,105229602
2021-06-04,600.0,603.09,597.98,598.87,51074961
2021-06-07,598.87,602.75,599.01,600.0,62866619
2021-06-08,600.0,613.41,596.76,600.0,139858638
2021-06-09,600.0,602.76,580.48,600.0,126716230
2021-06-10,600.0,629.78,588.67,600.0,55481140
2021-06-11,600.0,603.88,598.06,600.0,55290717
2021-06-14,600.0,616.1,591.88,600.0,105940773
2021-06-15,600.0,621.61,593.11,600.0,133629045
2021-06-16,600.0,605.57,589.31,600.0,117007551
2021-06-17,600.0,620.61,596.68,600.0,92721553
2021-06-18,600.0,589.91,578.56,589.61,75554414
2021-06-21,589.61,602.38,565.0,583.49,82134444
2021-06-22,583.49,595.04,583.11,586.13,98018519
2021-06-23,586.13,599.51,590.1,593.94,108438965
2021-06-24,593.94,600.57,581.96,600.0,91965471
2021-06-25,600.0,610.53,587.72,600.0,135936029
2021-06-28,600.0,601.1,587.98,600.0,71650278
2021-06-29,600.0,603.37,592.41,600.0,88400142
2021-06-30,600.0,611.75,594.08,600.0,96462256
2021-07-01,600.0,605.34,597.47,600.0,148159688
2021-07-02,600.0,610.56,599.28,600.0,142601713
2021-07-05,600.0,607.76,584.82,600.0,129491182
2021-07-06,600.0,606.71,598.63,600.0,70606265
2021-07-07,600.0,601.49,589.08,590.27,90819838
2021-07-08,590.27,614.72,576.11,596.83,132162634
2021-07-09,596.83,594.77,584.72,592.43,64150540
2021-07-12,592.43,599.24,553.5,581.03,120941842
2021-07-13,581.03,571.06,560.34,566.26,60556086
2021-07-14,566.26,575.52,563.23,568.99,131718171
2021-07-15,568.99,590.55,560.9,567.87,91654364
2021-07-16,567.87,579.93,553.02,568.3,127066032
2021-07-19,568.3,564.88,556.25,560.73,60717207
2021-07-20,560.73,580.11,551.34,572.7,126123517
2021-07-21,572.7,596.72,583.52,586.16,54790691
2021-07-22,586.16,611.69,598.15,599.14,103423843
2021-07-23,599.14,604.48,580.4,600.0,61186361
2021-07-26,600.0,598.86,574.59,592.08,111688718
2021-07-27,592.08,616.56,591.01,600.0,61950831
2021-07-28,600.0,608.61,580.08,600.0,61360589
2021-07-29,600.0,615.31,568.68,600.0,78487589
2021-07-30,600.0,604.54,580.19,600.0,83523310
2021-08-02,600.0,600.61,581.49,600.0,77364435
2021-08-03,600.0,621.65,586.13,600.0,119069690
2021-08-04,600.0,586.31,572.41,582.59,111144226
2021-08-05,582.59,605.49,571.23,586.42,71320139
2021-08-06,586.42,605.05,572.92,591.32,97230658
2021-08-09,591.32,603.27,576.98,600.0,98436828
2021-08-10,600.0,607.89,588.04,600.0,101255428
2021-08-11,600.0,605.93,592.21,600.0,132795008
2021-08-12,600.0,616.7,591.1,600.0,68720027
2021-08-13,600.0,615.66,596.14,600.0,51805808
2021-08-16,600.0,624.92,594.39,600.0,137901550
2021-08-17,600.0,615.26,590.37,593.98,128037948
2021-08-18,593.98,594.17,585.9,589.69,137818521
2021-08-19,589.69,605.41,591.21,600.0,65702852
2021-08-20,600.0,600.97,597.71,600.0,53040267
2021-08-23,600.0,607.91,595.57,597.23,125643942
2021-08-24,597.23,605.43,588.02,600.0,136314161
2021-08-25,600.0,630.74,591.1,596.2,53184790
2021-08-26,596.2,625.05,588.74,600.0,123798006
2021-08-27,600.0,597.0,584.75,589.4,101880950
2021-08-30,589.4,588.96,576.68,583.97,139763925
2021-08-31,583.97,617.26,584.93,594.5,92439798
2021-09-01,594.5,614.63,598.19,600.0,128929433
2021-09-02,600.0,601.64,594.88,597.28,133149786
2021-09-03,597.28,612.61,597.63,600.0,137030560
2021-09-06,600.0,605.39,592.58,600.0,111585037
2021-09-07,600.0,601.69,580.4,600.0,105160409
2021-09-08,600.0,613.76,588.12,600.0,98120511
2021-09-09,600.0,605.28,587.94,600.0,54876872
2021-09-10,600.0,603.03,596.86,600.0,115969098
2021-09-13,600.0,606.09,597.07,600.0,112419437
2021-09-14,600.0,611.57,598.66,600.0,102764241
2021-09-15,600.0,609.21,595.63,600.0,72910282
2021-09-16,600.0,609.03,582.37,600.0,74733272
2021-09-17,600.0,609.63,585.57,598.86,119070841
2021-09-20,598.86,617.54,580.87,600.0,108231611
2021-09-21,600.0,610.16,573.45,600.0,112005983
2021-09-22,600.0,604.66,576.21,591.5,95938649
2021-09-23,591.5,600.98,579.72,593.84,125488205
2021-09-24,593.84,603.74,591.74,600.0,70554754
2021-09-27,600.0,627.03,592.53,600.0,64677441
2021-09-28,600.0,600.7,594.55,600.0,115147544
2021-09-29,600.0,599.44,582.54,599.2,125902244
2021-09-30,599.2,615.64,594.24,596.03,133173418
2021-10-01,596.03,619.61,591.84,600.0,127411194
2021-10-04,600.0,606.91,584.17,600.0,82482294
2021-10-05,600.0,594.09,591.52,593.06,71794866
2021-10-06,593.06,592.5,579.16,588.03,123537404
2021-10-07,588.03,599.1,590.25,595.75,109468269
2021-10-08,595.75,626.0,586.32,597.93,83978658
2021-10-11,597.93,607.41,590.05,600.0,147169328
2021-10-12,600.0,598.93,584.34,596.98,117284075
2021-10-13,596.98,600.76,598.74,600.0,142540486
2021-10-14,600.0,616.01,588.61,600.0,78186921
2021-10-15,600.0,607.95,598.27,600.0,63952821
2021-10-18,600.0,609.55,593.05,600.0,85009897
2021-10-19,600.0,600.76,597.03,600.0,90071048
2021-10-20,600.0,627.01,593.05,600.0,129557591
2021-10-21,600.0,613.93,586.21,600.0,135661847
2021-10-22,600.0,603.61,585.07,600.0,139380419
2021-10-25,600.0,608.31,590.37,600.0,125111483
2021-10-26,600.0,606.73,587.65,600.0,121537554
2021-10-27,600.0,606.84,589.98,600.0,100526894
2021-10-28,600.0,625.74,593.97,600.0,67789600
2021-10-29,600.0,593.67,587.23,589.42,122892046
2021-11-01,589.42,601.56,591.6,600.0,105666186
2021-11-02,600.0,607.72,593.31,600.0,53119612
2021-11-03,600.0,616.44,592.0,600.0,134143761
2021-11-04,600.0,618.59,582.77,600.0,74768424
2021-11-05,600.0,622.96,593.17,600.0,147163884
2021-11-08,600.0,619.54,586.79,600.0,98302504
2021-11-09,600.0,608.54,587.73,600.0,133163963
2021-11-10,600.0,615.86,588.5,591.26,71814501
2021-11-11,591.26,618.67,579.72,600.0,101879723
2021-11-12,600.0,610.45,585.93,600.0,106852293
2021-11-15,600.0,603.25,587.04,588.73,132438757
2021-11-16,588.73,602.81,576.55,596.5,140493043
2021-11-17,596.5,603.1,596.93,598.09,136437411
2021-11-18,598.09,600.76,591.38,592.69,70778286
2021-11-19,592.69,599.98,593.46,595.48,62569021
2021-11-22,595.48,616.96,585.01,600.0,55311499
2021-11-23,600.0,603.6,584.23,600.0,110988371
2021-11-24,600.0,614.57,571.97,600.0,73255666
2021-11-25,600.0,604.03,597.19,598.06,115749277
2021-11-26,598.06,609.36,572.17,600.0,78570055
2021-11-29,600.0,600.45,589.48,595.77,108272527
2021-11-30,595.77,604.34,585.14,600.0,52615804
2021-12-01,600.0,600.3,590.57,600.0,61045633
2021-12-02,600.0,615.97,598.95,600.0,104915906
2021-12-03,600.0,608.5,586.76,600.0,79396163
2021-12-06,600.0,611.14,581.63,585.91,67503547
2021-12-07,585.91,603.13,582.16,586.68,145257136
2021-12-08,586.68,591.45,585.05,586.01,74151842
2021-12-09,586.01,590.19,584.63,589.02,61476429
2021-12-10,589.02,624.02,593.18,600.0,76779149
2021-12-13,600.0,595.41,586.3,588.36,124193473
2021-12-14,588.36,609.07,594.79,600.0,135138637
2021-12-15,600.0,606.53,599.39,600.0,92866200
2021-12-16,600.0,595.18,584.59,593.16,55272864
2021-12-17,593.16,626.01,594.43,594.73,103699693
2021-12-20,594.73,595.09,582.15,585.51,104549381
2021-12-21,585.51,583.5,577.82,582.15,74362375
2021-12-22,582.15,598.06,575.27,586.43,109276366
2021-12-23,586.43,628.67,588.1,588.77,52322523
